JobTitle,CompanyName,Location,Date,Link,Type,Skills,Experience
Office Administrator,RE United group,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/QkVJeX61tBpI-Office-Administrator-RE-United-group-Cairo-Egypt?o=1208&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Administration  Admin Work  Admin Assistant  Microsoft Office  Office Management  Secretary, 2+ Yrs of Exp 
Office Manager,السالم للتطوير العقاري,"Banha, Qalubia, Egypt",1 month ago,https://wuzzuf.net/jobs/p/QFqUryyGMgtV-Office-Manager-السالم-للتطوير-العقاري-Qalubia-Egypt?o=1209&l=sp&t=sj&a=data |search-v3|navbg,Full Time, females_only  Administration  Business Development  Operations/Management  Creative  Administration  Microsoft Office  Office management  Skills  Communication  Human Resources (HR), 5 - 18 Yrs of Exp 
Senior SEO Specialist,Riwaq Al Quran,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/wEfMG0Bkxyfc-Senior-SEO-Specialist-Riwaq-Al-Quran-Cairo-Egypt?o=1210&l=sp&t=sj&a=data |search-v3|navbg,Work From Home, Marketing/PR/Advertising  SEO  Digital Marketing  E-Marketing  English  Search Engine  Analytics  Copywriting  Marketing  SEMrush, 2 - 5 Yrs of Exp 
Production Manager - Pharmacist - Pharmaceutical industry,Confidential,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/GPp8cpFgrRol-Production-Manager---Pharmacist---Pharmaceutical-industry-Giza-Egypt?o=1211&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Manufacturing/Production  Pharmaceutical  Engineering - Other  Manufacturing  Production  Planning  Pharmacy  Agriculture  Veterinary  Production Manager, 10 - 16 Yrs of Exp 
Performance Marketing Specialist,Hands of Hope Physical Therapy & Wellness,"Maadi, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/Ic1ixw2WPbUu-Performance-Marketing-Specialist-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt?o=1212&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Marketing  Creative  Social Media  Market Research  SEO  social  Digital  E-Marketing  Google Analytics, 3 - 5 Yrs of Exp 
Software Project Manager,Kick Start Interactive,"Dokki, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/P0YkwwaIRynl-Software-Project-Manager-Kick-Start-Interactive-Giza-Egypt?o=1213&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Information Technology (IT)  PMP  Programming  Project Management  Computer Science  Agile, 5 - 8 Yrs of Exp 
Java Web Developer,Masaref,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/meafWWDUYRUD-Java-Web-Developer-Masaref-Cairo-Egypt?o=1214&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Web Development  javaScript  Java  AJAX  HTML5  JQuery  J2EE  Information Technology (IT), 1+ Yrs of Exp 
Quality Assurance Section Head,Confidential,"Bourj Alarab, Alexandria, Egypt",1 month ago,https://wuzzuf.net/jobs/p/y42qTPwLzJOw-Quality-Assurance-Section-Head-Alexandria-Egypt?o=1215&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Quality  ISO 9001  quality  ISO  QA  Quality Assurance  Analysis  iso14001  SOPS, 7+ Yrs of Exp 
Senior Backend Node JS Developer,Shezlong,"Sheikh Zayed, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/5Z1a8uj7lwJm-Senior-Backend-Node-JS-Developer-Shezlong-Giza-Egypt?o=1216&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Node.js  coding  Programming, 3 - 5 Yrs of Exp 
Chief Commercial Officer (CCO),Bazzarry For Treading,"Aden, Yemen",1 month ago,https://wuzzuf.net/jobs/p/tVVTeAFEb1gY-Chief-Commercial-Officer-CCO-Bazzarry-For-Treading-Aden-Yemen?o=1217&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Operations/Management  C-Level Executive/GM/Director  Commercial  growth  Marketing  Sales  Business Development  CRM  Finance, 10 - 17 Yrs of Exp 
Factoring Deputy Manager (Financial Leasing Co) - International Firm,Pillars,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/osvK9IleAPAA-Factoring-Deputy-Manager-Financial-Leasing-Co---International-Firm-Pillars-Cairo-Egypt?o=1218&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Factoring  Leasing  Financial Services, 6 - 12 Yrs of Exp 
Partner Support Specialist,WebBeds,"Nasr City, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/KnkfeuBiFYnZ-Partner-Support-Specialist-WebBeds-Cairo-Egypt?o=1219&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Operations/Management  Tourism/Travel  Communication  Customer Care  Customer Service  Customer Support  Contract Negotiation  Travel  Tourism, 1 - 3 Yrs of Exp 
Senior Nodejs Developer,"Nile Bits, LLC","New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/xovbgmzpknWO-Senior-Nodejs-Developer-Nile-Bits-LLC-Cairo-Egypt?o=1220&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Angular  HTML  JavaScript  MySQL  OOP  Agile, 5 - 10 Yrs of Exp 
Senior Technical Support Engineer,KUWADICO,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/RwRt8Yh50YxD-Senior-Technical-Support-Engineer-KUWADICO-Giza-Egypt?o=1221&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  computer  Hardware  Software, 5 - 7 Yrs of Exp 
Procurement Manager,Confidential,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/SSL2IVruD9XA-Procurement-Manager-Cairo-Egypt?o=1222&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Engineering - Construction/Civil/Architecture  Logistics/Supply Chain  Purchasing/Procurement  Construction  Engineering  Procurement  Purchasing  Management  Leadership  Civil, 15 - 20 Yrs of Exp 
IT Section Head,Intersport,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/h1iVHqhGG4Z3-IT-Section-Head-Intersport-Giza-Egypt?o=1223&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Mechanical/Electrical  Database  Engineering  Management  ITIL  CCNA  Mechanical Engineering  MCSA  Security, 10 - 15 Yrs of Exp 
Legal Affairs Coordinator (Large Real Estate),Pillars,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/Lpm6n0PZbYTy-Legal-Affairs-Coordinator-Large-Real-Estate-Pillars-Cairo-Egypt?o=1224&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Legal  Law  Legal  Legal Affairs  regulatory  Administration  Documentation  Legal Documents, 8 - 11 Yrs of Exp 
Production Development Engineer,Mobica,"Abu Rawash, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/VpBvGvRjTam1-Production-Development-Engineer-Mobica-Giza-Egypt?o=1225&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Creative/Design/Art  Manufacturing/Production  AutoCAD  Engineering  Management  SOLID  Applied Arts  Architectural Engineering  Manufacturing, 2 - 5 Yrs of Exp 
Sales Manager B2B FMCG,El Reefy Trading,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/BKdmUVC8ErbG-Sales-Manager-B2B-FMCG-El-Reefy-Trading-Cairo-Egypt?o=1226&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Sales/Retail  Sales  FMCG Sales  Retail  Wholesale  Wholesale Trade, 7 - 11 Yrs of Exp 
Accountant,TH F & B Investments,"Sheraton, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/fBFiifBxINyI-Accountant-TH-F-B-Investments-Cairo-Egypt?o=1227&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Financial Accounting  Food & Beverage  Hospitality, 2 - 4 Yrs of Exp 
Way4 Test Automation Engineer,Network International -Egypt,"New Cairo, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/XWYyLCl3LXAp-Way4-Test-Automation-Engineer-Network-International--Egypt-Cairo-Egypt?o=1228&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Software Testing  Automation Testing  Postman, 4 - 10 Yrs of Exp 
Odoo Developer,Confidential,"Heliopolis, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/lv1hWmxAZdbi-Odoo-Developer-Cairo-Egypt?o=1229&l=sp&t=sj&a=data |search-v3|navbg,Full TimePart TimeFreelance / Project, IT/Software Development  Odoo  HTML  JavaScript  Python  XML  PostgreSQL  Odoo Development, 4 - 8 Yrs of Exp 
Operational Quality Officer - Giza,Logistica,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/Dv4PaaABlx8Q-Operational-Quality-Officer---Giza-Logistica-Giza-Egypt?o=1230&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  R&D/Science  Quality  Quality Control  QMS  GMP  English  Quality Assurance  quality  Science, 1 - 2 Yrs of Exp 
Product Introduction Field Engineer,Alstom,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/nS8dD4Vgc4kP-Product-Introduction-Field-Engineer-Alstom-Cairo-Egypt?o=1231&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  Engineering  Mechanical Engineering  Mechatronics Engineering, 2 - 5 Yrs of Exp 
Risk Insurance Manager,Alsahl Group,"Tripoli, Libya",1 month ago,https://wuzzuf.net/jobs/p/BTbvduoSzg6k-Risk-Insurance-Manager-Alsahl-Group-Tripoli-Libya?o=1232&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Installation/Maintenance/Repair  Manufacturing/Production  Insurance  Risk  Risk Management, 5 - 18 Yrs of Exp 
Senior iOS Developer (Native),Algoriza,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/0T2yGEyOx6nM-Senior-iOS-Developer-Native-Algoriza-Cairo-Egypt?o=1233&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  Software Development  Mobile Development  Mobile  Swift  iOS  Information Technology (IT)  Development  Engineering, 4 - 5 Yrs of Exp 
Warehouse Manager,Confidential,"khanka, Qalubia, Egypt",1 month ago,https://wuzzuf.net/jobs/p/3sCnQpaEOsER-Warehouse-Manager-Qalubia-Egypt?o=1234&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Manufacturing/Production  Warehouse  Warehousing  Supply Chain  Communication  Management  Logistics  Leadership  Storage, 10 - 20 Yrs of Exp 
E-commerce Business Development Manager,Confidential,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/mS0OrstA0jzi-E-commerce-Business-Development-Manager-Cairo-Egypt?o=1235&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Business development manager  E-Commerce  development manager  Marketing  sales skills, 4+ Yrs of Exp 
Senior Electrical Engineer,Urban Estate,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/9ymdn21opf0h-Senior-Electrical-Engineer-Urban-Estate-Cairo-Egypt?o=1236&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Engineering - Mechanical/Electrical  Electrical Engineering  Construction  Real Estate  Low Current  Medium Voltage  AutoCAD  Low Voltage  Engineering, 7 - 10 Yrs of Exp 
Product Owner/Business Analyst,Nahdet Misr Publishing Group,"Mohandessin, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/EWzeDAgkaNIm-Product-OwnerBusiness-Analyst-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=1237&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Media/Journalism/Publishing  Engineering - Telecom/Technology  Analysis  Business Analysis  Product Development  Product Management  Product  business  Development, 1 - 3 Yrs of Exp 
Exhibition Booth 3D Designer,InspireOBS,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/xT9JrRD6ywXa-Exhibition-Booth-3D-Designer-InspireOBS-Cairo-Egypt?o=1238&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Creative/Design/Art  Architecture  Auto cad  Design  Adobe Photoshop  AutoCAD  3D  Drawing  English  illustrator, 2 - 4 Yrs of Exp 
Java Full Stack Developer,SANTECHTURE,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/7GJVndovqaf8-Java-Full-Stack-Developer-SANTECHTURE-Cairo-Egypt?o=1239&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Java  Java full stack, 3 - 6 Yrs of Exp 
Production Shift Leader,Evergrow for Speciality Fertilizers,"Alsadat City, Monufya, Egypt",1 month ago,https://wuzzuf.net/jobs/p/rL3o0iyJQkY2-Production-Shift-Leader-Evergrow-for-Speciality-Fertilizers-Monufya-Egypt?o=1240&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  Manufacturing/Production  Engineering - Other  Production  Planning  Manufacturing  Fertilizers  Chemistry  Engineering  Science, 6 - 9 Yrs of Exp 
Site Architecture Engineer,Shaker Consultancy Group,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/lpTWlgbehvxc-Site-Architecture-Engineer-Shaker-Consultancy-Group-Cairo-Egypt?o=1241&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Architecture  Engineering  Construction, 5 - 7 Yrs of Exp 
Talented PHP Developer,Elev8Assessments,"Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/0SLl9hjYGieT-Talented-PHP-Developer-Elev8Assessments-Giza-Egypt?o=1242&l=sp&t=sj&a=data |search-v3|navbg,Full TimePart TimeWork From Home, Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  jQuery  Laravel  PHP  Computer Science  HTML  CSS  Git, 2 - 6 Yrs of Exp 
Senior Project Control Engineer,El-Soadaa Group,"Assiut, Egypt",1 month ago,https://wuzzuf.net/jobs/p/fb1HRlLYnArO-Senior-Project-Control-Engineer-El-Soadaa-Group-Assiut-Egypt?o=1243&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Project/Program Management  Engineering - Telecom/Technology  Construction  Control  Cost  Cost Control  Engineering  Planning  Primavera  Project Management, 5 - 6 Yrs of Exp 
Software Tester | Core Banking,Expleo,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/eIaachVUpDJm-Software-Tester-Core-Banking-Expleo-Cairo-Egypt?o=1244&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Banking  IT/Software Development  Banking  Computer Science  Quality Control  Software Testing  Testing  Core Banking, 2 - 4 Yrs of Exp 
Account Manager,Nile University,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/BxAFBKnJnAlF-Account-Manager-Nile-University-Giza-Egypt?o=1245&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Account Management  Business Development  Marketing, 3+ Yrs of Exp 
Customer Service & Complains Officer,Confidential,"Mokattam, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/zHyzlJStxluO-Customer-Service-Complains-Officer-Cairo-Egypt?o=1246&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Customer Service  Customer Care  Customer Support  Microsoft Office  Communication  English, 1 - 4 Yrs of Exp 
Sales Coordinator,Gulf Cryo,"Heliopolis, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/znl53pxqNawj-Sales-Coordinator-Gulf-Cryo-Cairo-Egypt?o=1247&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Marketing/PR/Advertising  Sales/Retail  Admin  Communication  Sales  Sales admin  Sales Target  English  sales skills, 2+ Yrs of Exp 
Supply Chain Coordinator,Spinneys Egypt,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/b5PsafI4BZSW-Supply-Chain-Coordinator-Spinneys-Egypt-Cairo-Egypt?o=1248&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Operations/Management  Purchasing/Procurement  Administration  business  Business Administration  Logistics  Microsoft  Microsoft Office  office, 0 - 1 Yrs of Exp 
Civil Engineer,El Farouq Constructions,"Matareya, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/vQ2ffaaTstG8-Civil-Engineer-Elmohandson-elmotahdon-Cairo-Egypt?o=1249&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Architecture  Civil Engineer  Civil  Construction  Civil Engineering  engineer  Engineering, 2 - 3 Yrs of Exp 
Treasury Accountant,Kasrawy Group,"Mohandessin, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/rxnihuP03Qe4-Treasury-Accountant-Kasrawy-Group-Giza-Egypt?o=1250&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Finance  Treasury, 3 - 6 Yrs of Exp 
Cost & Budget Senior Accountant,Centro CDX,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/0c3MJtHrMh7g-Cost-Budget-Senior-Accountant-Centro-CDX-Cairo-Egypt?o=1251&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Accounting principles  Cost Accounting  Cost  excel  Finance  Financial Analysis  Financial Management  Microsoft Office, 4 - 7 Yrs of Exp 
Senior Java Developer,Musala Soft,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/UQsY7w58RdCu-Senior-Java-Developer-Musala-Soft-Cairo-Egypt?o=1252&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  computer  Computer Science  Information Technology (IT)  English  Java  NoSQL  Java EE  Software Development  Software Engineering, 5+ Yrs of Exp 
Accountant Cum Administrator,Salama Automotive Group- SAG,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/KqC7TS7wCdfO-Accountant-Cum-Administrator-Salama-Automotive-Group--SAG-Cairo-Egypt?o=1253&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Commerce  Finance, 2 - 5 Yrs of Exp 
Moderator,Brandat,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/gIsEfVKAmVjH-Moderator-Brandat-Cairo-Egypt?o=1254&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  E-Marketing  Customer Service, 0 - 2 Yrs of Exp 
Artificial Intelligence Engineer,Arabia for Information Technology,"Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/PfAuiUBT66oR-Artificial-Intelligence-Engineer-Arabia-for-Information-Technology-Cairo-Egypt?o=1255&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Computer Engineering  Computer Science  Software Development  Information Technology (IT)  Framework  Engineering  English  Communication, 5+ Yrs of Exp 
Flutter Developer,Misr University for Science and Technology,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/EEAsru6EWvoF-Flutter-Developer-Misr-University-for-Science-and-Technology-Giza-Egypt?o=1256&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  flutter  Mobile Development  Cross-platform, 2 - 4 Yrs of Exp 
Senior Marketing Specialist,Maalem-Group,"New Cairo, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/pCfdP5d83wLh-Senior-Marketing-Specialist-Maalem-Group-Cairo-Egypt?o=1257&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Sales/Retail  Market Research  Marketing  Social Media  Technical Marketing  Sales, 5 - 8 Yrs of Exp 
Planning Manager,Shaker Consultancy Group,"New Capital, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/z4ScqcsmxJXe-Planning-Manager-Shaker-Consultancy-Group-Cairo-Egypt?o=1258&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Planning  Management, 13 - 20 Yrs of Exp 
"Officer, Accreditation & Quality Assurance",ESLSCA University,"6th of October, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/phlWfelnv6Cg-Officer-Accreditation-Quality-Assurance-ESLSCA-University-Giza-Egypt?o=1259&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Quality  Quality Assurance  quality, 5 - 8 Yrs of Exp 
Junior Accountant,Engosoft,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/P8ttZXf2EfVO-Junior-Accountant-Engosoft-Cairo-Egypt?o=1260&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Communication  English  Finance  Financial Analysis  Math  math skills  Microsoft Office  MS, 1 - 2 Yrs of Exp 
Document Control Specialist,Fawry Microfinance,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/8YS6Z8DCR2zh-Document-Control-Specialist-Fawry-Microfinance-Cairo-Egypt?o=1261&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Operations/Management  Document  Document Management  Microsoft Office  Business Administration  Administration  Communication  Document Control, 1 - 3 Yrs of Exp 
Senior Java Developer (Backend - Banking),TRIMETIS,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/FGW1ClVqsJN3-Senior-Java-Developer-Backend---Banking-TRIMETIS-Cairo-Egypt?o=1262&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  Microservices  Java  Hibernate  Information Technology (IT)  Computer Science  Software Development  Software Engineering  Spring, 3+ Yrs of Exp 
Senior Planning Engineer,EDECS El Dawlia for Engineering & Contracting,"Ain Sokhna, Suez, Egypt",1 month ago,https://wuzzuf.net/jobs/p/nMy8NIMwMYLQ-Senior-Planning-Engineer-EDECS-El-Dawlia-for-Engineering-Contracting-Suez-Egypt?o=1263&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  architectural  Civil  Construction  Engineering  Information Technology (IT)  excel  Microsoft, 5 - 8 Yrs of Exp 
Senior Odoo Implementer,National Technology,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/cmpGJkjlFrCx-Senior-Odoo-Implementer-National-Technology-Cairo-Egypt?o=1264&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  IT/Software Development  Engineering - Telecom/Technology  Accounting  business  Business Administration  Business Processes  Communication skills  Computer Science  ERP, 3 - 6 Yrs of Exp 
C++ Developer,OpenCode,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/c4kQmUcGufKh-C-Developer-OpenCode-Cairo-Egypt?o=1265&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Telecommunication  MNOs  Core  VAS  SS7  VXML  ISUP  MAP, 3+ Yrs of Exp 
Purchasing Coordinator,System Technique,"Abu Rawash, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/4KWl9htDTnbw-Purchasing-Coordinator-System-Technique-Giza-Egypt?o=1266&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Purchasing/Procurement  Purchasing  Materials  Suppliers  Chemistry  Chemistry Products  Water Treatment  Logistics  Business Administration, 1 - 2 Yrs of Exp 
Adminstration Manager,Al-Nasser,"6th of October, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/dpYfFl4QQg4t-Adminstration-Manager-Al-Nasser-Giza-Egypt?o=1267&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Administration  Admin  administrative  Business Administration, 5 - 10 Yrs of Exp 
Tax Accountant,MTS Logistics,"Bab Sharq, Alexandria, Egypt",2 months ago,https://wuzzuf.net/jobs/p/dbVdG6tGquxA-Tax-Accountant-MTS-Logistics-Alexandria-Egypt?o=1268&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Tax  tax accountant  accountant  Accounting  ERP systems  Financial Analysis  Finance, 3 - 7 Yrs of Exp 
Personnel Specialist,The Egyptian Microfinance Company- Maksab,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/PCwUCh2Ft9FS-Personnel-Specialist-The-Egyptian-Microfinance-Company--Maksab-Cairo-Egypt?o=1269&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Customer Service/Support  Human Resources  Human Resources (HR)  Personnel  Microsoft Office  specialist, 3 - 6 Yrs of Exp 
Security Fences Factory Manager,IMUT International Marathon United Technology,"Obour City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/tib0qQyEXj8W-Security-Fences-Factory-Manager-IMUT-International-Marathon-United-Technology-Cairo-Egypt?o=1270&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Project/Program Management  Management  Machinery  Manufacturing  Production  Engineering  Metal, 10 - 12 Yrs of Exp 
Surveyor Manager,TIC,"Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/wkWHkU3zl8Yd-Surveyor-Manager-TIC-Cairo-Egypt?o=1271&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Engineering - Construction/Civil/Architecture  Engineering - Other  Surveying Engineering  Surveying  Land Surveying, 4 - 10 Yrs of Exp 
Business Development Analyst,Cilantro,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/cZhyELtzg2Wx-Business-Development-Analyst-Cilantro-Cairo-Egypt?o=1272&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Business Development  Business Analysis  Business Analytics  Computer Science  BI  business  Business Administration, 0 - 3 Yrs of Exp 
GL Accountant,ABCO Group,"Bourj Alarab, Alexandria, Egypt",1 month ago,https://wuzzuf.net/jobs/p/pIWgpQEnrKts-GL-Accountant-ABCO-Group-Alexandria-Egypt?o=1273&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Finance  AP  Financial Analysis  Microsoft Dynamics AX  Word  Excel  Accounts Payable  Computer Skills, 2 - 4 Yrs of Exp 
Surveyor - New Capital,New Generation Developments,"New Capital, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/QdMglDWzf5De-Surveyor---New-Capital-New-Generation-Developments-Cairo-Egypt?o=1274&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Engineering - Other  Geography  gps  total station  Engineering  Civil Engineering  AutoCAD  Communication skills  survey, 1 - 4 Yrs of Exp 
Website Admin,Agazat Masr,"Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/SPuIC2c5j2dU-Website-Admin-Agazat-Masr-Cairo-Egypt?o=1275&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  IT/Software Development  Web Development  Web Admin  Admin  Administration  Information Technology (IT)  Microsoft Office  Google Ads, 1 - 3 Yrs of Exp 
School Principal,MASTERY INT.SCHOOL,"Mokattam, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/myA7d8JFURye-School-Principal-MASTERY-INT-SCHOOL-Cairo-Egypt?o=1276&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Education/Teaching  Principal  School Principal  School  Education, 7 - 10 Yrs of Exp 
