JobTitle,CompanyName,Location,Date,Link,Type,Skills,Experience
Senior .Net Software Developer,BI-Technologies,"New Cairo, Cairo, Egypt",24 days ago,https://wuzzuf.net/jobs/p/sMzRqj0cGdBb-Senior-Net-Software-Developer-BI-Technologies-Cairo-Egypt?o=524&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Software Engineering  Software Development  ASP.NET  SQL  javaScript  jQuery, 2 - 7 Yrs of Exp 
EXPORT SALES ENGINEER,Alumil,"Heliopolis, Cairo, Egypt",24 days ago,https://wuzzuf.net/jobs/p/8SugMcCSLdjh-EXPORT-SALES-ENGINEER-Alumil-Cairo-Egypt?o=525&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Sales/Retail  Engineering - Mechanical/Electrical  Engineering - Other  Export  Engineering  Negotiation  Sales  Export Sales, 1 - 2 Yrs of Exp 
Sr. BI & Reporting Specialist,Masary,"Mokattam, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/AsscYIsFGKxR-Sr-BI-Reporting-Specialist-Masary-Cairo-Egypt?o=526&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Business Development  Engineering - Telecom/Technology  Power BI  OBIEE  MS Office  Banking Sector  Computer Science  Information Technology (IT)  English, 3 - 5 Yrs of Exp 
Mechanical Maintenance Engineer,Premier Services and Recruitment,"Heliopolis, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/snZNXGxzOGjr-Mechanical-Maintenance-Engineer-Premier-Services-and-Recruitment-Cairo-Egypt?o=527&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  Engineering - Mechanical/Electrical  Maintenance  Mechanical  Mechanical Engineering  Power, 2 - 3 Yrs of Exp 
Internal Auditor,THE MIDDLE EAST GROUP FOR ENGINEERING AND AIR CONDITIONING,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/IiNDphFIVlGC-Internal-Auditor-THE-MIDDLE-EAST-GROUP-FOR-ENGINEERING-AND-AIR-CONDITIONING-Cairo-Egypt?o=528&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Quality  Analyst/Research  Accounting  Auditing  ERP  Financial Analysis  Finance  accountant  MS Office, 5 - 7 Yrs of Exp 
Junior Architect - (Working Drawings),Elgabaly Architects,"New Cairo, Cairo, Egypt",49 minutes ago,https://wuzzuf.net/jobs/p/htL6kvJjORJH-Junior-Architect---Working-Drawings-Elgabaly-Architects-Cairo-Egypt?o=529&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Creative/Design/Art  Architecture  Sketch Up  CAD  Revit  Drafting  Design  Engineering  Drawing, 3 - 5 Yrs of Exp 
Senior Cost Accountant,Selah ElTelmeez For Publishing & printing,"Obour City, Cairo, Egypt",33 minutes ago,https://wuzzuf.net/jobs/p/5R0HaQ6Tn7oj-Senior-Cost-Accountant-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt?o=530&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  analytical  Communication  Cost Accounting  ERP System  Finance  Financial Management  Cost, 3 - 5 Yrs of Exp 
Business Development Coordinator,Global Impact Consulting Group - GICG,"Maadi, Cairo, Egypt",44 minutes ago,https://wuzzuf.net/jobs/p/JxBkYStLkVdK-Business-Development-Coordinator-Global-Impact-Consulting-Group---GICG-Cairo-Egypt?o=531&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Business Development  sales skills  Generating Leads  Sales  Sales Target  Telesales  Leads  Customer Service, 1 - 3 Yrs of Exp 
Tax Accountant,Confidential,"Downtown, Cairo, Egypt",41 minutes ago,https://wuzzuf.net/jobs/p/5FzAQKTNHQkg-Tax-Accountant-Cairo-Egypt?o=532&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Banking  accountant  Finance  Tax  tax accountant  Accounting  Financial Analysis  MS Office  English, 2 - 5 Yrs of Exp 
Sales and Marketing Engineer,SF Egypt,"Garden City, Cairo, Egypt",9 minutes ago,https://wuzzuf.net/jobs/p/yycVeOerkrfE-Sales-and-Marketing-Engineer-SF-Egypt-Cairo-Egypt?o=533&l=sp&t=sj&a=data |search-v3|navbg,Full Time, females_only  Manufacturing/Production  Marketing/PR/Advertising  Engineering - Mechanical/Electrical  Engineering  Marketing  sales skills  Sales Target  Communication skills  Sales Field, 3 - 7 Yrs of Exp 
Office Supervisor,Sigma for Imp & Exp & Opera hearing Solutions,"Heliopolis, Cairo, Egypt",28 minutes ago,https://wuzzuf.net/jobs/p/cQG8YRaM8STN-Office-Supervisor-Sigma-for-Imp-Exp-Opera-hearing-Solutions-Cairo-Egypt?o=534&l=sp&t=sj&a=data |search-v3|navbg,Full Time, females_only  Administration  Operations/Management  Marketing/PR/Advertising  Administration  business  Business Administration  Communication  Communication skills  Computer Skills  English, 3 - 5 Yrs of Exp 
Exchange Admin Assistant,Amideast,"Dokki, Giza, Egypt",54 minutes ago,https://wuzzuf.net/jobs/p/mF3FvWBwBe4g-Exchange-Admin-Assistant-Amideast-Giza-Egypt?o=535&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Customer Service/Support  Human Resources  Admin Work  Administration  Communication  Communication skills  Microsoft Office  Office management  Secretary, 1 - 2 Yrs of Exp 
IT Helpdesk Engineer,Al Ahly Capital Holding,"Zamalek, Cairo, Egypt",1 hour ago,https://wuzzuf.net/jobs/p/nec93CG0ShWC-IT-Helpdesk-Engineer-Al-Ahly-Capital-Holding-Cairo-Egypt?o=536&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Information technology  Computer Engineering  Computer Science  HelpDesk  Information Technology (IT), 2 - 5 Yrs of Exp 
Personnel Coordinator,Target Recruitment  & HR Solutions,"New Cairo, Cairo, Egypt",1 hour ago,https://wuzzuf.net/jobs/p/OfYdHH1oGgLb-Personnel-Coordinator-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=537&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Human Resources  HR  Hr coordinator  Human Resources (HR)  Human Resources  Recruitment  Personnel  Administration  Business Administration, 2 - 4 Yrs of Exp 
Ecommerce Category Supervisor,Mazaya,"New Cairo, Cairo, Egypt",1 hour ago,https://wuzzuf.net/jobs/p/tv9AljbVwuvH-Ecommerce-Category-Supervisor-Mazaya-Cairo-Egypt?o=538&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Sales/Retail  E-Commerce  Marketing  Communication  Sales  Customer Service, 4 - 5 Yrs of Exp 
Odoo Functional Consultant,Centione,"Nasr City, Cairo, Egypt",2 hours ago,https://wuzzuf.net/jobs/p/LuGaoD4mt7b6-Odoo-Functional-Consultant-Centione-Cairo-Egypt?o=539&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  IT/Software Development  Engineering - Telecom/Technology  Implementation  ERP  Financial Management  Project Management  Accounting  Odoo ERP  Computer Science, 2 - 5 Yrs of Exp 
Admin Assistant - Heliopolis,UCMAS Academy,"Heliopolis, Cairo, Egypt",2 hours ago,https://wuzzuf.net/jobs/p/V0ccrrqZrBew-Admin-Assistant---Heliopolis-UCMAS-Academy-Cairo-Egypt?o=540&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Customer Service/Support  Operations/Management  Administration  Communication  Microsoft  Office management  Secretary  Microsoft Office, 1 - 3 Yrs of Exp 
Electrical Design Engineer,Setcons,"New Cairo, Cairo, Egypt",5 hours ago,https://wuzzuf.net/jobs/p/iHyAWsiQq3hH-Electrical-Design-Engineer-Setcons-Cairo-Egypt?o=541&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Engineering - Mechanical/Electrical  Design  2D  3D  Electrical Engineering  Revit  Electrical, 3 - 5 Yrs of Exp 
Cost Accountant,Teba United,"10th of Ramadan City, Cairo, Egypt",5 hours ago,https://wuzzuf.net/jobs/p/V8IJwcCv4jnA-Cost-Accountant-Teba-United-Cairo-Egypt?o=542&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Cost Accountant  Cost  Cost Accounting  Accounting  accountant  Financial Analysis  Industrial, 3 - 5 Yrs of Exp 
Senior Project Control Engineer,Construction & Design Co. SAE,"Downtown, Cairo, Egypt",5 hours ago,https://wuzzuf.net/jobs/p/6jM2safx0bkG-Senior-Project-Control-Engineer-Construction-Design-Co-SAE-Cairo-Egypt?o=543&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Construction/Civil/Architecture  Project Control Engineer  Engineering  senior  Project  Control  Civil  Architecture, 4 - 6 Yrs of Exp 
Technical Sales Engineer,ElMehy Engineering Company,"Heliopolis, Cairo, Egypt",6 hours ago,https://wuzzuf.net/jobs/p/nca3biJeli71-Technical-Sales-Engineer-ElMehy-Engineering-Company-Cairo-Egypt?o=544&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Sales/Retail  Pharmaceutical  Engineering - Mechanical/Electrical  Engineering  Pharma  Pharmacy  Sales  sales skills  Pharmaceutical Industries  Technical Sales, 3 - 5 Yrs of Exp 
Dental Sales Representative ( In Door - Outdoor),Confidential,"Heliopolis, Cairo, Egypt",6 hours ago,https://wuzzuf.net/jobs/p/vv1CTwil7sCa-Dental-Sales-Representative-In-Door---Outdoor-Cairo-Egypt?o=545&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Medical/Healthcare  Sales/Retail  Sales  Sales Skills  Customer Care  Dentistry  Dental  Medical  Mircosoft office, 1 - 3 Yrs of Exp 
R&D - Formulation Specialist,Delta Pharma Egypt,"Sharqia, Egypt",6 hours ago,https://wuzzuf.net/jobs/p/p1JXkoxJpm80-RD---Formulation-Specialist-Delta-Pharma-Egypt-Sharqia-Egypt?o=546&l=sp&t=sj&a=data |search-v3|navbg,Full Time, R&D/Science  Pharmaceutical  Pharmaceutical  Pharmaceutical Sciences  Science  Research  Sciences, 1 - 2 Yrs of Exp 
Senior Customer Service Agent - English Account,Etisalat Egypt,"Maadi, Cairo, Egypt",16 hours ago,https://wuzzuf.net/jobs/p/paVe0MXWH73c-Senior-Customer-Service-Agent---English-Account-Etisalat-Egypt-Cairo-Egypt?o=547&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Banking  Customer Service/Support  Sales/Retail  Customer Care  Customer Service  Customer Support  English  Customer Relations  Customer Satisfaction  Customer Retention, 1+ Yrs of Exp 
English - Customer Service Agent,Etisalat Egypt,"Maadi, Cairo, Egypt",16 hours ago,https://wuzzuf.net/jobs/p/m6bDZKVwWf67-English---Customer-Service-Agent-Etisalat-Egypt-Cairo-Egypt?o=548&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Sales/Retail  Communication  Communication skills  Customer Service  Customer Care  Customer Focus  Customer Support  Fluency in English  English, 0 - 10 Yrs of Exp 
Operations Process Quality Executive,DHL Express Egypt,"Heliopolis, Cairo, Egypt",20 hours ago,https://wuzzuf.net/jobs/p/TcTMOoAjnyYs-Operations-Process-Quality-Executive-DHL-Express-Egypt-Cairo-Egypt?o=549&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Operations/Management  Quality  Quality Assurance  Operations  Logistics  Internal Control  Six Sigma  Certified Internal Auditor  Microsoft Excel, 2 - 3 Yrs of Exp 
Network & System Administration Officer,Almosafer,"Mohandessin, Giza, Egypt",22 hours ago,https://wuzzuf.net/jobs/p/LNVj7aVVuOOt-Network-System-Administration-Officer-Almosafer-Giza-Egypt?o=550&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  IT/Software Development  Engineering - Telecom/Technology  Administration  Computer Science  Cisco  Configuration  Information Technology (IT)  Management  network, 2 - 4 Yrs of Exp 
Marketing and Social Media Specialist,Beverlyhills,"Shorouk City, Cairo, Egypt",23 hours ago,https://wuzzuf.net/jobs/p/N3ZeCHyM5O7Z-Marketing-and-Social-Media-Specialist-Beverlyhills-Cairo-Egypt?o=551&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Writing/Editorial  Marketing/PR/Advertising  Media/Journalism/Publishing  E-Marketing  digital media  Online Marketing  Social Media  Design  Writing, 3 - 5 Yrs of Exp 
Social Media Specialist,Fanarah for Sports Marketing,"New Cairo, Cairo, Egypt",23 hours ago,https://wuzzuf.net/jobs/p/wsfFxOfcy8pk-Social-Media-Specialist-Fanara-Cairo-Egypt?o=552&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Writing/Editorial  Marketing/PR/Advertising  Media/Journalism/Publishing  Communication  Digital  digital media  Online Marketing  media  Writing  Editing, 3 - 6 Yrs of Exp 
Customer Experience & Business Development Manager,King's School The Crown,"Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/GGKfWxC8pn1y-Customer-Experience-Business-Development-Manager-Kings-School-The-Crown-Cairo-Egypt?o=553&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Customer Service/Support  Marketing/PR/Advertising  Business Development  Customer Service  Marketing, 3 - 5 Yrs of Exp 
Travel Advisor - English Speaker,Majorel Egypt,"Alexandria, Egypt",1 day ago,https://wuzzuf.net/jobs/p/K9YWuvCEpJ5t-Travel-Advisor---English-Speaker-Majorel-Egypt-Alexandria-Egypt?o=554&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Tourism/Travel  Agent  Customer Care  Hospitality  Tourism  Travel, Customer Service/Support 
Social Media Marketer,Wadi Degla Trading,"Maadi, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/xh92sHTEs4iY-Social-Media-Marketer-Wadi-Degla-Trading-Cairo-Egypt?o=555&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Writing/Editorial  Marketing/PR/Advertising  Engineering - Other  Design  E-Marketing  Marketing  media  Online Marketing  Social Media  Web Design, 3 - 5 Yrs of Exp 
Finance Director,Confidential,"Giza, Egypt",1 day ago,https://wuzzuf.net/jobs/p/IEfafIXFTjZd-Finance-Director-Giza-Egypt?o=556&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Chief Financial  Chief Financial Officer  Financial  Accounting  Analysis  CFA  Costing  CPA  Economics, 15 - 17 Yrs of Exp 
Financial Accountant,London International Patient Services,"Sheraton, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/lXjF2RPnXfS7-Financial-Accountant-London-International-Patient-Services-Cairo-Egypt?o=557&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Finance  Financial Management  Financial Analysis  Business  Economics, 1 - 3 Yrs of Exp 
Digital Marketing Specialist,DUXGEN,"Sheraton, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/EuBr7lhoDdEX-Digital-Marketing-Specialist-DUXGEN-Cairo-Egypt?o=558&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Digital Marketing  Social Networking  E-Marketing  Marketing  Online Marketing  Social Media, 2 - 5 Yrs of Exp 
Accountant,OVM Middle East & North Africa,"New Cairo, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/6RbVTlzF58Yk-Accountant-OVM-Middle-East-North-Africa-Cairo-Egypt?o=559&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Administration  Accounting  Administration, 3+ Yrs of Exp 
Treasury Accountant,Alexandria Business Association- SMEs Project,"Faisal, Giza, Egypt",1 day ago,https://wuzzuf.net/jobs/p/FFuipGoNdmOV-Treasury-Accountant-Alexandria-Business-Association--SMEs-Project-Giza-Egypt?o=560&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Other  Treasury  Finance  Accounting, 0 - 1 Yrs of Exp 
General Accountant,Confidential,"Sidi Bishr, Alexandria, Egypt",1 day ago,https://wuzzuf.net/jobs/p/Z8ZWkwUC4AKM-General-Accountant-Alexandria-Egypt?o=561&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Banking  Accounting  excel  Accounting Software  Financial Analysis  Finance  Financial Management  General Ledger  Generally Accepted Accounting Principles, 1 - 3 Yrs of Exp 
Executive Assistant,A2Z Lingerie,"Moharam Bek, Alexandria, Egypt",1 day ago,https://wuzzuf.net/jobs/p/fNdhClHUNEDK-Executive-Assistant-A2Z-Lingerie-Alexandria-Egypt?o=562&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Customer Service/Support  Administration  Communication  Customer Service  Microsoft Office  English  Office management  Secretary  Planning, 1 - 3 Yrs of Exp 
AP Accountant,Contact Financial Holding,"Downtown, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/jLHJemzcQ7hn-AP-Accountant-Contact-Financial-Holding-Cairo-Egypt?o=563&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  excel, 2 - 6 Yrs of Exp 
Accountant,Optimarc pharma,"Heliopolis, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/nsLZ0fByMNMv-Accountant-Optimarc-pharma-Cairo-Egypt?o=564&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Finance  Financial Analysis  Microsoft Office  English  ERP  Communication skills  Reporting, 3 - 5 Yrs of Exp 
HR Officer,Smart Window,"New Damietta, Damietta, Egypt",1 day ago,https://wuzzuf.net/jobs/p/X7kMF14CKpj4-HR-Officer-Smart-Window-Damietta-Egypt?o=565&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Human Resources  Human Resources (HR)  HR  HR Assistant  Administration, 1 - 2 Yrs of Exp 
Senior Backend Developer,Dexef,"Maadi, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/4gR4xtu7DI9x-Senior-Backend-Developer-Dexef-Cairo-Egypt?o=566&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Software Development  Engineering  MVC  Web Development  C#  SQL, 3 - 5 Yrs of Exp 
Risk Management Section Head,Mozare3,"6th of October, Giza, Egypt",1 day ago,https://wuzzuf.net/jobs/p/WiPW0ykEG1Kj-Risk-Management-Section-Head-Mozare3-Giza-Egypt?o=567&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Finance  Financial Management  Risk  Risk Management, 8 - 10 Yrs of Exp 
Senior Odoo implementer,Confidential,"Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/rsURbvGPpArJ-Senior-Odoo-implementer-Cairo-Egypt?o=568&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  ERP  Accounting  Odoo ERP  Odoo, 5 - 10 Yrs of Exp 
Senior Cloud Infrastructure Architect,Ejada,"Jeddah, Saudi Arabia",1 day ago,https://wuzzuf.net/jobs/p/WydJgsrd9685-Senior-Cloud-Infrastructure-Architect-Ejada-Jeddah-Saudi-Arabia?o=569&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Banking  IT/Software Development  Information Technology (IT)  Infrastructure, 7+ Yrs of Exp 
Senior Oracle Fusion Technical Consultant (Cairo & Aelx),Ejada,"Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/2C4zNWrzGaQH-Senior-Oracle-Fusion-Technical-Consultant-Cairo-Aelx-Ejada-Cairo-Egypt?o=570&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Information Technology (IT)  Cloud  Oracle  Oracle Fusion  Implementations  Fusion  ERP, 5 - 5 Yrs of Exp 
Testing Engineer,Energya Cables,"10th of Ramadan City, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/BGRwIzIncF4V-Testing-Engineer-Energya-Cables-Cairo-Egypt?o=571&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Mechanical/Electrical  Electrical  Engineering, 2 - 3 Yrs of Exp 
Senior Network Engineer,Egypt University of Informatics (EUI),"New Capital, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/mWwzeldRAvEN-Senior-Network-Engineer-Egypt-University-of-Informatics-EUI-Cairo-Egypt?o=572&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Computer Science  Engineering  Information Technology (IT), 5 - 7 Yrs of Exp 
Electrical Technical Office Engineer,Confidential,"Bab Sharq, Alexandria, Egypt",1 day ago,https://wuzzuf.net/jobs/p/5Bo54pTaoTuM-Electrical-Technical-Office-Engineer-Alexandria-Egypt?o=573&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Mechanical/Electrical  Technical Office  Electrical Engineering  Electrical  Engineering  AutoCAD, 3 - 5 Yrs of Exp 
Cyber Security Engineer,Egypt University of Informatics (EUI),"New Capital, Cairo, Egypt",1 day ago,https://wuzzuf.net/jobs/p/VFjKWaUZAKhi-Cyber-Security-Engineer-Egypt-University-of-Informatics-EUI-Cairo-Egypt?o=574&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering  firewalls  IT  CCNP, 3 - 5 Yrs of Exp 
Production Internship,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt),"Ameria, Alexandria, Egypt",1 day ago,https://wuzzuf.net/internship/MlNBtoVL0iWx-Production-Internship-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt?o=575&l=sp&t=sj&a=data |search-v3|navbg,Internship, Manufacturing/Production  Science  Production, males_preferred 
